text,target,category,polarity,_merge
"Leventte ki buyuk alisveris merkezlerinden cok sıkılmış olarak buraya gidelim dedik. Ben kofte durum arkadasim tavuk WRAP( menu de meksika mutfagi olarak adlandirilmis bolumde ismi böyle geciyordu biz garson beye tavuk durum diyince garson bey buyuk bi titizlikle onun wrap oldugunu soyledi) istedi. Menude yazilmis olmasina ragmen tavuk WRAPimiz patates ile gelmedi nedenini sordugumuz da patatesi kaldirdiklarini menulerini henuz degistirmediklerini soylediler. Gelen tavuk Wrapten 5 dakika sonra biz kofte durum istememize ragmen tavuk sis dürümu geldi durumu soyledik ve degistirdiler. Tavuklar kupkuruydu, kofte durum ise siradandi. Ikisininde yanindaki yesillikler sus icin konulmus olup yemeye kalktigimizda aci bi tatla karsilastik. Zeytinyagli tabagi soyledik icinde fasulye, barbunya, biber dolmasi, sarma ve saksuka vardi. Tadlari yerindeydi fakat az koymak icin bayagi bi zorlamislar kendilerini. Fiyatlar normal, servis cok yavaş, tuvaletler ise pis.",,RESTAURANT#PRICES,neutral,left_only
"Leventte ki buyuk alisveris merkezlerinden cok sıkılmış olarak buraya gidelim dedik. Ben kofte durum arkadasim tavuk WRAP( menu de meksika mutfagi olarak adlandirilmis bolumde ismi böyle geciyordu biz garson beye tavuk durum diyince garson bey buyuk bi titizlikle onun wrap oldugunu soyledi) istedi. Menude yazilmis olmasina ragmen tavuk WRAPimiz patates ile gelmedi nedenini sordugumuz da patatesi kaldirdiklarini menulerini henuz degistirmediklerini soylediler. Gelen tavuk Wrapten 5 dakika sonra biz kofte durum istememize ragmen tavuk sis dürümu geldi durumu soyledik ve degistirdiler. Tavuklar kupkuruydu, kofte durum ise siradandi. Ikisininde yanindaki yesillikler sus icin konulmus olup yemeye kalktigimizda aci bi tatla karsilastik. Zeytinyagli tabagi soyledik icinde fasulye, barbunya, biber dolmasi, sarma ve saksuka vardi. Tadlari yerindeydi fakat az koymak icin bayagi bi zorlamislar kendilerini. Fiyatlar normal, servis cok yavaş, tuvaletler ise pis.",,SERVICE#GENERAL,negative,left_only
Lezzet disinda degerlendirirsek hem dis alani bahcesiyle hemde ic alani rahat buyuk koltuklariyla cok keyifli bir mekan,dis alani bahcesiyle,AMBIENCE#GENERAL,positive,right_only
Lezzet disinda degerlendirirsek hem dis alani bahcesiyle hemde ic alani rahat buyuk koltuklariyla cok keyifli bir mekan,mekan,AMBIENCE#GENERAL,positive,right_only
"Lezzetli yemekler, rahat ortam ve uygun fiyatlar. Tek sorunu ulaşımı birazcık sıkıntılı. Özel aracımızla nereden gireceğimizi pek kestiremedik ancak 10 dakikalık bir çaba sonununda mekana ulaştık. Yemeğin ardından cafe ortamına devam edebilirsiniz. Aynı zamanda Tavla, okey gibi oyunları da oynayabileceğiniz bölümleri var. Gayet kullanışlı ve uygun.",,AMBIENCE#GENERAL,positive,left_only
"Lezzetli yemekler, rahat ortam ve uygun fiyatlar. Tek sorunu ulaşımı birazcık sıkıntılı. Özel aracımızla nereden gireceğimizi pek kestiremedik ancak 10 dakikalık bir çaba sonununda mekana ulaştık. Yemeğin ardından cafe ortamına devam edebilirsiniz. Aynı zamanda Tavla, okey gibi oyunları da oynayabileceğiniz bölümleri var. Gayet kullanışlı ve uygun.",,FOOD#QUALITY,positive,left_only
"Lezzetli yemekler, rahat ortam ve uygun fiyatlar. Tek sorunu ulaşımı birazcık sıkıntılı. Özel aracımızla nereden gireceğimizi pek kestiremedik ancak 10 dakikalık bir çaba sonununda mekana ulaştık. Yemeğin ardından cafe ortamına devam edebilirsiniz. Aynı zamanda Tavla, okey gibi oyunları da oynayabileceğiniz bölümleri var. Gayet kullanışlı ve uygun.",,LOCATION#GENERAL,negative,left_only
"Lezzetli yemekler, rahat ortam ve uygun fiyatlar. Tek sorunu ulaşımı birazcık sıkıntılı. Özel aracımızla nereden gireceğimizi pek kestiremedik ancak 10 dakikalık bir çaba sonununda mekana ulaştık. Yemeğin ardından cafe ortamına devam edebilirsiniz. Aynı zamanda Tavla, okey gibi oyunları da oynayabileceğiniz bölümleri var. Gayet kullanışlı ve uygun.",,RESTAURANT#GENERAL,positive,left_only
"Lezzetli yemekler, rahat ortam ve uygun fiyatlar. Tek sorunu ulaşımı birazcık sıkıntılı. Özel aracımızla nereden gireceğimizi pek kestiremedik ancak 10 dakikalık bir çaba sonununda mekana ulaştık. Yemeğin ardından cafe ortamına devam edebilirsiniz. Aynı zamanda Tavla, okey gibi oyunları da oynayabileceğiniz bölümleri var. Gayet kullanışlı ve uygun.",,RESTAURANT#PRICES,positive,left_only
Lokumu tavsiye ederim.,Lokumu,FOOD#QUALITY,negative,left_only
"Machiato dediğim halde yerine espresso servis eden işletme. Boş bardak, fincan, tabak masada bekliyor, toplayan yok. Menüdeki çeşitleri sorunca, o yok, bu yok, onun yerine şunu verelim, bunu verelim. Kirli, iyi yıkanmamış bardakla çay servisi. Mado'nun genel hastalıklarının bir araya gelmiş hali gibi. Manzara satıyor burada da. Yoksa Mado'ların kötü bir örneği. Haklarını yemeyelim, iki günlük gazete bulup okuyabildik.",,AMBIENCE#GENERAL,positive,left_only
"Machiato dediğim halde yerine espresso servis eden işletme. Boş bardak, fincan, tabak masada bekliyor, toplayan yok. Menüdeki çeşitleri sorunca, o yok, bu yok, onun yerine şunu verelim, bunu verelim. Kirli, iyi yıkanmamış bardakla çay servisi. Mado'nun genel hastalıklarının bir araya gelmiş hali gibi. Manzara satıyor burada da. Yoksa Mado'ların kötü bir örneği. Haklarını yemeyelim, iki günlük gazete bulup okuyabildik.",,FOOD#STYLE_OPTIONS,negative,left_only
"Machiato dediğim halde yerine espresso servis eden işletme. Boş bardak, fincan, tabak masada bekliyor, toplayan yok. Menüdeki çeşitleri sorunca, o yok, bu yok, onun yerine şunu verelim, bunu verelim. Kirli, iyi yıkanmamış bardakla çay servisi. Mado'nun genel hastalıklarının bir araya gelmiş hali gibi. Manzara satıyor burada da. Yoksa Mado'ların kötü bir örneği. Haklarını yemeyelim, iki günlük gazete bulup okuyabildik.",,RESTAURANT#GENERAL,negative,left_only
"Machiato dediğim halde yerine espresso servis eden işletme. Boş bardak, fincan, tabak masada bekliyor, toplayan yok. Menüdeki çeşitleri sorunca, o yok, bu yok, onun yerine şunu verelim, bunu verelim. Kirli, iyi yıkanmamış bardakla çay servisi. Mado'nun genel hastalıklarının bir araya gelmiş hali gibi. Manzara satıyor burada da. Yoksa Mado'ların kötü bir örneği. Haklarını yemeyelim, iki günlük gazete bulup okuyabildik.",,SERVICE#GENERAL,negative,left_only
"Malesef ki sadece pazar günü brunch veren bir yer. Kahvaltısını denemediyseniz denemelisiniz çok fazla çeşit var hatta hangisini yesek diye şaşırıyorsunuz. Saatlerce pazar keyfi yapabilceğimiz bir yer. Manzarasına zaten diyecek tek bir kelime yok. Böyle bir yerin tabi ki fiyatları Pahalı. Garsonlar ilgili, yemekler güzel",,AMBIENCE#GENERAL,positive,left_only
"Malesef ki sadece pazar günü brunch veren bir yer. Kahvaltısını denemediyseniz denemelisiniz çok fazla çeşit var hatta hangisini yesek diye şaşırıyorsunuz. Saatlerce pazar keyfi yapabilceğimiz bir yer. Manzarasına zaten diyecek tek bir kelime yok. Böyle bir yerin tabi ki fiyatları Pahalı. Garsonlar ilgili, yemekler güzel",,FOOD#QUALITY,positive,left_only
"Malesef ki sadece pazar günü brunch veren bir yer. Kahvaltısını denemediyseniz denemelisiniz çok fazla çeşit var hatta hangisini yesek diye şaşırıyorsunuz. Saatlerce pazar keyfi yapabilceğimiz bir yer. Manzarasına zaten diyecek tek bir kelime yok. Böyle bir yerin tabi ki fiyatları Pahalı. Garsonlar ilgili, yemekler güzel",,FOOD#STYLE_OPTIONS,positive,left_only
"Malesef ki sadece pazar günü brunch veren bir yer. Kahvaltısını denemediyseniz denemelisiniz çok fazla çeşit var hatta hangisini yesek diye şaşırıyorsunuz. Saatlerce pazar keyfi yapabilceğimiz bir yer. Manzarasına zaten diyecek tek bir kelime yok. Böyle bir yerin tabi ki fiyatları Pahalı. Garsonlar ilgili, yemekler güzel",,RESTAURANT#GENERAL,positive,left_only
"Malesef ki sadece pazar günü brunch veren bir yer. Kahvaltısını denemediyseniz denemelisiniz çok fazla çeşit var hatta hangisini yesek diye şaşırıyorsunuz. Saatlerce pazar keyfi yapabilceğimiz bir yer. Manzarasına zaten diyecek tek bir kelime yok. Böyle bir yerin tabi ki fiyatları Pahalı. Garsonlar ilgili, yemekler güzel",,RESTAURANT#PRICES,negative,left_only
"Malesef ki sadece pazar günü brunch veren bir yer. Kahvaltısını denemediyseniz denemelisiniz çok fazla çeşit var hatta hangisini yesek diye şaşırıyorsunuz. Saatlerce pazar keyfi yapabilceğimiz bir yer. Manzarasına zaten diyecek tek bir kelime yok. Böyle bir yerin tabi ki fiyatları Pahalı. Garsonlar ilgili, yemekler güzel",,SERVICE#GENERAL,positive,left_only
"Malzemesi bol, porsiyonu tam kıvamındaydı.",porsiyonu,FOOD#STYLE_OPTIONS,positive,right_only
Mantarlı pizzaya ( porchini ve kestane) sucuk eklettim. Malzemeler güzel ama hamuru çok sevemedim. Sanki hazır gibi geldi. Genel olarak mekan şirin. Fiyatlar upper crust ayarında ama lezzet ve ölçü farklı. Karşılaştırırsak; bence upper crust hamur ve ölçü olarak daha iyi. Alkol olsa daha tutulabilirler. Çünkü bulundukları lokasyonda rakip çok.,,AMBIENCE#GENERAL,positive,left_only
Mantarlı pizzaya ( porchini ve kestane) sucuk eklettim. Malzemeler güzel ama hamuru çok sevemedim. Sanki hazır gibi geldi. Genel olarak mekan şirin. Fiyatlar upper crust ayarında ama lezzet ve ölçü farklı. Karşılaştırırsak; bence upper crust hamur ve ölçü olarak daha iyi. Alkol olsa daha tutulabilirler. Çünkü bulundukları lokasyonda rakip çok.,,DRINKS#STYLE_OPTIONS,negative,left_only
Mantarlı pizzaya ( porchini ve kestane) sucuk eklettim. Malzemeler güzel ama hamuru çok sevemedim. Sanki hazır gibi geldi. Genel olarak mekan şirin. Fiyatlar upper crust ayarında ama lezzet ve ölçü farklı. Karşılaştırırsak; bence upper crust hamur ve ölçü olarak daha iyi. Alkol olsa daha tutulabilirler. Çünkü bulundukları lokasyonda rakip çok.,,FOOD#STYLE_OPTIONS,conflict,left_only
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok. hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,,AMBIENCE#GENERAL,positive,left_only
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok. hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,,FOOD#QUALITY,negative,left_only
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok. hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,,FOOD#STYLE_OPTIONS,negative,left_only
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok. hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,,RESTAURANT#PRICES,negative,left_only
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok. hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,,SERVICE#GENERAL,negative,left_only
"Manzara güzel,yemekler güzel ama servis berbat. Bir defa demlik çay içmek istedik musluk suyu ile yapmışlar küf kokuyordu. Sonra değiştirip damacana suyu ile yaptılar. Kısacası berbat.",,AMBIENCE#GENERAL,positive,left_only
"Manzara güzel,yemekler güzel ama servis berbat. Bir defa demlik çay içmek istedik musluk suyu ile yapmışlar küf kokuyordu. Sonra değiştirip damacana suyu ile yaptılar. Kısacası berbat.",,DRINKS#QUALITY,negative,left_only
"Manzara güzel,yemekler güzel ama servis berbat. Bir defa demlik çay içmek istedik musluk suyu ile yapmışlar küf kokuyordu. Sonra değiştirip damacana suyu ile yaptılar. Kısacası berbat.",,FOOD#QUALITY,positive,left_only
"Manzara güzel,yemekler güzel ama servis berbat. Bir defa demlik çay içmek istedik musluk suyu ile yapmışlar küf kokuyordu. Sonra değiştirip damacana suyu ile yaptılar. Kısacası berbat.",,RESTAURANT#GENERAL,negative,left_only
"Manzara güzel,yemekler güzel ama servis berbat. Bir defa demlik çay içmek istedik musluk suyu ile yapmışlar küf kokuyordu. Sonra değiştirip damacana suyu ile yaptılar. Kısacası berbat.",,SERVICE#GENERAL,negative,left_only
"Manzara güzel. Kurucesmede olmasına rağmen pek bir derme catma mekan. Sıkış Sıkış yerlestirilmis masalardan dolayi ortam çok ugultulu maalesef. Çok daha keyifli bir yer olabilirdi. O gürültü ortamdan sonra tekrar gidecegimi sanmıyorum. İthal peynir tabağındaki peynirler çok yetersiz, çoğu ithal bile değil. Böylesi bir mekan için fiyat ortalamanın üstünde kalmış.",,AMBIENCE#GENERAL,negative,left_only
"Manzara güzel. Kurucesmede olmasına rağmen pek bir derme catma mekan. Sıkış Sıkış yerlestirilmis masalardan dolayi ortam çok ugultulu maalesef. Çok daha keyifli bir yer olabilirdi. O gürültü ortamdan sonra tekrar gidecegimi sanmıyorum. İthal peynir tabağındaki peynirler çok yetersiz, çoğu ithal bile değil. Böylesi bir mekan için fiyat ortalamanın üstünde kalmış.",,FOOD#QUALITY,negative,left_only
"Manzara güzel. Kurucesmede olmasına rağmen pek bir derme catma mekan. Sıkış Sıkış yerlestirilmis masalardan dolayi ortam çok ugultulu maalesef. Çok daha keyifli bir yer olabilirdi. O gürültü ortamdan sonra tekrar gidecegimi sanmıyorum. İthal peynir tabağındaki peynirler çok yetersiz, çoğu ithal bile değil. Böylesi bir mekan için fiyat ortalamanın üstünde kalmış.",,RESTAURANT#PRICES,negative,left_only
"Manzara konum çok çok güzel. Boğazda balık için İstanbul'daki belli başlı yerlerden olmasına rağmen böyle bir manzara için lezzet biraz daha arttiralabilinir diye düşünüyorum. Fiyatlar yüksek ama gerçek boğazda balığın bedeli var, ambians ve konum dolayısı ile fiyatlara laf söylemek doğru değil. Boğazda balıklı romantik akşam yemeği için ...",,AMBIENCE#GENERAL,positive,left_only
"Manzara konum çok çok güzel. Boğazda balık için İstanbul'daki belli başlı yerlerden olmasına rağmen böyle bir manzara için lezzet biraz daha arttiralabilinir diye düşünüyorum. Fiyatlar yüksek ama gerçek boğazda balığın bedeli var, ambians ve konum dolayısı ile fiyatlara laf söylemek doğru değil. Boğazda balıklı romantik akşam yemeği için ...",,FOOD#QUALITY,negative,left_only
"Manzara konum çok çok güzel. Boğazda balık için İstanbul'daki belli başlı yerlerden olmasına rağmen böyle bir manzara için lezzet biraz daha arttiralabilinir diye düşünüyorum. Fiyatlar yüksek ama gerçek boğazda balığın bedeli var, ambians ve konum dolayısı ile fiyatlara laf söylemek doğru değil. Boğazda balıklı romantik akşam yemeği için ...",,LOCATION#GENERAL,positive,left_only
"Manzara konum çok çok güzel. Boğazda balık için İstanbul'daki belli başlı yerlerden olmasına rağmen böyle bir manzara için lezzet biraz daha arttiralabilinir diye düşünüyorum. Fiyatlar yüksek ama gerçek boğazda balığın bedeli var, ambians ve konum dolayısı ile fiyatlara laf söylemek doğru değil. Boğazda balıklı romantik akşam yemeği için ...",,RESTAURANT#PRICES,neutral,left_only
Manzara muhtesem ama servis icin ayni seyi soyleyemeyecegim. Peynirli omlet ve menemen lezzetliydi ama patates kizartmasi fazla yag cekmisti. Gelen kahveler de maalesef sogumustu.,,AMBIENCE#GENERAL,positive,left_only
Manzara muhtesem ama servis icin ayni seyi soyleyemeyecegim. Peynirli omlet ve menemen lezzetliydi ama patates kizartmasi fazla yag cekmisti. Gelen kahveler de maalesef sogumustu.,,DRINKS#QUALITY,negative,left_only
Manzara muhtesem ama servis icin ayni seyi soyleyemeyecegim. Peynirli omlet ve menemen lezzetliydi ama patates kizartmasi fazla yag cekmisti. Gelen kahveler de maalesef sogumustu.,,FOOD#QUALITY,conflict,left_only
Manzara muhtesem ama servis icin ayni seyi soyleyemeyecegim. Peynirli omlet ve menemen lezzetliydi ama patates kizartmasi fazla yag cekmisti. Gelen kahveler de maalesef sogumustu.,,SERVICE#GENERAL,negative,left_only
"Manzara muhtesem,ortam güzel ama bir karisik köfte tabagi acili köfteyle geliyorsa,fajita da aciysa bana uygun degil.",Manzara,AMBIENCE#GENERAL,positive,right_only
"Manzara muhtesem,ortam güzel ama bir karisik köfte tabagi acili köfteyle geliyorsa,fajita da aciysa bana uygun degil.",karisik köfte tabagi,FOOD#QUALITY,negative,right_only
Manzara olarak en iyi seçeneği sunmasa da lakerdası başta olmak üzere bütün mezeleri denemeye değer.,mezeleri,FOOD#QUALITY,positive,right_only
"Manzara sahane evet ama servis rezalet. Soguk su isteyince, soguk yok, butun sulari disari cikardik diyen garson, siparisten tam 2 saat sonra gelen yemekler, yemegin yaninda soylenen roka ve pureden eser olmamasi, istedigimiz 2 mezenin de kalmamis olmasi. Yemekler iyi hos, lezzetler iyi ama heyecan verici bi taraflari yok, iyi bir baligi iyi bir sekilde izgara yapmak artik atla deve bi olay degil. bu servise bu fiyatlar ise cok faZla. Lacivert beni kalitesinin dusukluguyle cok sasirtti",,AMBIENCE#GENERAL,positive,left_only
"Manzara sahane evet ama servis rezalet. Soguk su isteyince, soguk yok, butun sulari disari cikardik diyen garson, siparisten tam 2 saat sonra gelen yemekler, yemegin yaninda soylenen roka ve pureden eser olmamasi, istedigimiz 2 mezenin de kalmamis olmasi. Yemekler iyi hos, lezzetler iyi ama heyecan verici bi taraflari yok, iyi bir baligi iyi bir sekilde izgara yapmak artik atla deve bi olay degil. bu servise bu fiyatlar ise cok faZla. Lacivert beni kalitesinin dusukluguyle cok sasirtti",,FOOD#QUALITY,positive,left_only
"Manzara sahane evet ama servis rezalet. Soguk su isteyince, soguk yok, butun sulari disari cikardik diyen garson, siparisten tam 2 saat sonra gelen yemekler, yemegin yaninda soylenen roka ve pureden eser olmamasi, istedigimiz 2 mezenin de kalmamis olmasi. Yemekler iyi hos, lezzetler iyi ama heyecan verici bi taraflari yok, iyi bir baligi iyi bir sekilde izgara yapmak artik atla deve bi olay degil. bu servise bu fiyatlar ise cok faZla. Lacivert beni kalitesinin dusukluguyle cok sasirtti",,FOOD#STYLE_OPTIONS,negative,left_only
"Manzara sahane evet ama servis rezalet. Soguk su isteyince, soguk yok, butun sulari disari cikardik diyen garson, siparisten tam 2 saat sonra gelen yemekler, yemegin yaninda soylenen roka ve pureden eser olmamasi, istedigimiz 2 mezenin de kalmamis olmasi. Yemekler iyi hos, lezzetler iyi ama heyecan verici bi taraflari yok, iyi bir baligi iyi bir sekilde izgara yapmak artik atla deve bi olay degil. bu servise bu fiyatlar ise cok faZla. Lacivert beni kalitesinin dusukluguyle cok sasirtti",,RESTAURANT#GENERAL,negative,left_only
"Manzara sahane evet ama servis rezalet. Soguk su isteyince, soguk yok, butun sulari disari cikardik diyen garson, siparisten tam 2 saat sonra gelen yemekler, yemegin yaninda soylenen roka ve pureden eser olmamasi, istedigimiz 2 mezenin de kalmamis olmasi. Yemekler iyi hos, lezzetler iyi ama heyecan verici bi taraflari yok, iyi bir baligi iyi bir sekilde izgara yapmak artik atla deve bi olay degil. bu servise bu fiyatlar ise cok faZla. Lacivert beni kalitesinin dusukluguyle cok sasirtti",,RESTAURANT#PRICES,negative,left_only
"Manzara sahane evet ama servis rezalet. Soguk su isteyince, soguk yok, butun sulari disari cikardik diyen garson, siparisten tam 2 saat sonra gelen yemekler, yemegin yaninda soylenen roka ve pureden eser olmamasi, istedigimiz 2 mezenin de kalmamis olmasi. Yemekler iyi hos, lezzetler iyi ama heyecan verici bi taraflari yok, iyi bir baligi iyi bir sekilde izgara yapmak artik atla deve bi olay degil. bu servise bu fiyatlar ise cok faZla. Lacivert beni kalitesinin dusukluguyle cok sasirtti",,SERVICE#GENERAL,negative,left_only
"Manzara severlere... - O manzaraya bu yemekler, bu servis olmamis : (( Üstelik fiyatlarda, yemeklerine nazaran uygun degil. Yemekleri için giderseniz memnuniyetsiz ayrilabilirsiniz; ama manzara seviyorsaniz kesin gidilmeli. Hele de Istanbul hayraniysaniz, iste o zaman hiç tereddüt etmeyin...",,AMBIENCE#GENERAL,positive,left_only
"Manzara severlere... - O manzaraya bu yemekler, bu servis olmamis : (( Üstelik fiyatlarda, yemeklerine nazaran uygun degil. Yemekleri için giderseniz memnuniyetsiz ayrilabilirsiniz; ama manzara seviyorsaniz kesin gidilmeli. Hele de Istanbul hayraniysaniz, iste o zaman hiç tereddüt etmeyin...",,FOOD#PRICES,negative,left_only
"Manzara severlere... - O manzaraya bu yemekler, bu servis olmamis : (( Üstelik fiyatlarda, yemeklerine nazaran uygun degil. Yemekleri için giderseniz memnuniyetsiz ayrilabilirsiniz; ama manzara seviyorsaniz kesin gidilmeli. Hele de Istanbul hayraniysaniz, iste o zaman hiç tereddüt etmeyin...",,FOOD#QUALITY,negative,left_only
"Manzara severlere... - O manzaraya bu yemekler, bu servis olmamis : (( Üstelik fiyatlarda, yemeklerine nazaran uygun degil. Yemekleri için giderseniz memnuniyetsiz ayrilabilirsiniz; ama manzara seviyorsaniz kesin gidilmeli. Hele de Istanbul hayraniysaniz, iste o zaman hiç tereddüt etmeyin...",,SERVICE#GENERAL,negative,left_only
Manzara'ya tabikide yıldızlı 5 ! Dekorasyon da bir o kadar güzel. Eğer sabırlıysanız ve denize biraz daha yakın olayım diyorsanız iyi şanslar ne kadar bekleyeceğiniz bir muamma. Tek kötü yanı bu olabilir burasının benim açımdan. Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum. Aşk-ı Memnu'yu tatmayan kalmasın! Burdaysanız mutlaka deneyin Kuş Yuvası yenmesi biraz zor bir tatlı ama o da güzel bir alternatif.,,AMBIENCE#GENERAL,positive,left_only
Manzara'ya tabikide yıldızlı 5 ! Dekorasyon da bir o kadar güzel. Eğer sabırlıysanız ve denize biraz daha yakın olayım diyorsanız iyi şanslar ne kadar bekleyeceğiniz bir muamma. Tek kötü yanı bu olabilir burasının benim açımdan. Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum. Aşk-ı Memnu'yu tatmayan kalmasın! Burdaysanız mutlaka deneyin Kuş Yuvası yenmesi biraz zor bir tatlı ama o da güzel bir alternatif.,,FOOD#QUALITY,positive,left_only
Manzara'ya tabikide yıldızlı 5 ! Dekorasyon da bir o kadar güzel. Eğer sabırlıysanız ve denize biraz daha yakın olayım diyorsanız iyi şanslar ne kadar bekleyeceğiniz bir muamma. Tek kötü yanı bu olabilir burasının benim açımdan. Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum. Aşk-ı Memnu'yu tatmayan kalmasın! Burdaysanız mutlaka deneyin Kuş Yuvası yenmesi biraz zor bir tatlı ama o da güzel bir alternatif.,,RESTAURANT#GENERAL,negative,left_only
Manzara'ya tabikide yıldızlı 5 ! Dekorasyon da bir o kadar güzel. Eğer sabırlıysanız ve denize biraz daha yakın olayım diyorsanız iyi şanslar ne kadar bekleyeceğiniz bir muamma. Tek kötü yanı bu olabilir burasının benim açımdan. Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum. Aşk-ı Memnu'yu tatmayan kalmasın! Burdaysanız mutlaka deneyin Kuş Yuvası yenmesi biraz zor bir tatlı ama o da güzel bir alternatif.,,RESTAURANT#PRICES,negative,left_only
Manzaradan kurtaran bir mekan. Pek sevmedim acikcasi. Kofteleri de cok cok mukemmel degil. Idare eder denilebilir. Guler yuz yok. Gurultulu ve aksam saatlerinde oldukca kalabalik oluyor.,,AMBIENCE#GENERAL,conflict,left_only
Manzaradan kurtaran bir mekan. Pek sevmedim acikcasi. Kofteleri de cok cok mukemmel degil. Idare eder denilebilir. Guler yuz yok. Gurultulu ve aksam saatlerinde oldukca kalabalik oluyor.,,FOOD#QUALITY,neutral,left_only
Manzaradan kurtaran bir mekan. Pek sevmedim acikcasi. Kofteleri de cok cok mukemmel degil. Idare eder denilebilir. Guler yuz yok. Gurultulu ve aksam saatlerinde oldukca kalabalik oluyor.,,RESTAURANT#GENERAL,negative,left_only
Manzaradan kurtaran bir mekan. Pek sevmedim acikcasi. Kofteleri de cok cok mukemmel degil. Idare eder denilebilir. Guler yuz yok. Gurultulu ve aksam saatlerinde oldukca kalabalik oluyor.,,SERVICE#GENERAL,negative,left_only
"Manzarasi icin gidilesi cafe , cok fazla yazacak bisey yok. fiyatlar standart seviyede. otopark sorunu yok. sessiz sakin ve huzurlu bir mekan.",,AMBIENCE#GENERAL,positive,left_only
"Manzarasi icin gidilesi cafe , cok fazla yazacak bisey yok. fiyatlar standart seviyede. otopark sorunu yok. sessiz sakin ve huzurlu bir mekan.",,LOCATION#GENERAL,positive,left_only
"Manzarasi icin gidilesi cafe , cok fazla yazacak bisey yok. fiyatlar standart seviyede. otopark sorunu yok. sessiz sakin ve huzurlu bir mekan.",,RESTAURANT#PRICES,neutral,left_only
Manzarasi mukkemmel denize sifir olmasi sebebiyle. Bahcesi huzurlu. İcerisi icin ayni seyi soyleyemiycm temiz bulmuyorum. Self servis olayi sıkıcı. Bir yandan iyi pesinizde dolanan garsonlar yok. Girip hava almak icin oturabilceginiz br yer.,,AMBIENCE#GENERAL,conflict,left_only
Manzarasi mukkemmel denize sifir olmasi sebebiyle. Bahcesi huzurlu. İcerisi icin ayni seyi soyleyemiycm temiz bulmuyorum. Self servis olayi sıkıcı. Bir yandan iyi pesinizde dolanan garsonlar yok. Girip hava almak icin oturabilceginiz br yer.,,SERVICE#GENERAL,conflict,left_only
"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali. Arap turistlerin ugrak mekani. Lezzet eh iste. Ozetle manzara disinda bisey yok.",,AMBIENCE#GENERAL,positive,left_only
"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali. Arap turistlerin ugrak mekani. Lezzet eh iste. Ozetle manzara disinda bisey yok.",,FOOD#QUALITY,neutral,left_only
"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali. Arap turistlerin ugrak mekani. Lezzet eh iste. Ozetle manzara disinda bisey yok.",,FOOD#STYLE_OPTIONS,negative,left_only
"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali. Arap turistlerin ugrak mekani. Lezzet eh iste. Ozetle manzara disinda bisey yok.",,RESTAURANT#GENERAL,negative,left_only
"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali. Arap turistlerin ugrak mekani. Lezzet eh iste. Ozetle manzara disinda bisey yok.",,RESTAURANT#PRICES,negative,left_only
"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali. Arap turistlerin ugrak mekani. Lezzet eh iste. Ozetle manzara disinda bisey yok.",,SERVICE#GENERAL,negative,left_only
