text,target,category,polarity
Ozel gun yemeklerinizi yiyebileceginiz luks bir restorant.,Ozel gun yemeklerinizi,RESTAURANT#GENERAL,positive
Kulbasti ve ozellikle ev yapimi sufleyi tavsiye ediyorum.,ev yapimi sufleyi,FOOD#QUALITY,positive
Kulbasti ve ozellikle ev yapimi sufleyi tavsiye ediyorum.,Kulbasti,FOOD#QUALITY,positive
Rezervasyon sirasinda ozel gununuzu soylediginiz takdirde sampanya ikramlari oluyor bu guzel bir jest,jest,SERVICE#GENERAL,positive
Rezervasyon sirasinda ozel gununuzu soylediginiz takdirde sampanya ikramlari oluyor bu guzel bir jest,sampanya ikramlari,DRINKS#STYLE_OPTIONS,positive
Yemek servisi ve lezzeti iyi bir restaurant.,Yemek servisi,SERVICE#GENERAL,positive
Yemek servisi ve lezzeti iyi bir restaurant.,lezzeti,FOOD#QUALITY,positive
Servis Süreleri biraz uzun birde bulunduğu mekana ve mekanın fiziksel kalitesine göre fiyatlar pahalı.,Servis Süreleri,SERVICE#GENERAL,negative
Servis Süreleri biraz uzun birde bulunduğu mekana ve mekanın fiziksel kalitesine göre fiyatlar pahalı.,fiyatlar,RESTAURANT#PRICES,negative
Daha mütevazı menu fiyatları olsa daha sık ziyaret edilebilir,menu fiyatları,RESTAURANT#PRICES,negative
Çikolatalı baklavasına bayılıyorum kesinlikle en favori tatlım.,Çikolatalı baklavasına,FOOD#QUALITY,positive
Diğer bütün tatlılarının kalitesi ve lezzeti üst seviyede.,tatlılarının kalitesi ve lezzeti,FOOD#QUALITY,positive
Güllüoğlu bu konuda uzman.,Güllüoğlu,RESTAURANT#GENERAL,positive
Nusret etin prensi diyorsak bildiğimiz var ki diyoruz.,etin,FOOD#QUALITY,positive
😎 Etleri muhteşem lezzetliydi.,Etleri,FOOD#QUALITY,positive
Evde de aynısını bir aşçı adayı olarak yapsam bile Nusret'inki farklı.,Nusret'inki,FOOD#QUALITY,positive
Kaliteli yemek sevenler mutlaka gitsin denesin.,yemek,FOOD#QUALITY,positive
Jumbo combo ve kola istedim ama börek ve tavuk parçaları dışındaki tatlar bana göre değildi.,börek ve tavuk parçaları,FOOD#QUALITY,positive
Jumbo combo ve kola istedim ama börek ve tavuk parçaları dışındaki tatlar bana göre değildi.,Jumbo combo ve kola,FOOD#QUALITY,neutral
Sosları sevmedim ve soğan halkalarının tadı tatlı geldi.,Sosları,FOOD#QUALITY,negative
Sosları sevmedim ve soğan halkalarının tadı tatlı geldi.,soğan halkalarının tadı,FOOD#QUALITY,positive
Nachos istemediğime pişman oldum.,Nachos,FOOD#QUALITY,positive
Cumartesi olmasına rağmen sakindi.,NULL,AMBIENCE#GENERAL,positive
Telefonun şebekesi çekmediği için wifi ye bağlanmak istedim ama oturduğum müddetçe başarılı olmadım.,wifi,SERVICE#GENERAL,negative
Servis hızlı ve çalışanları pozitifti.,Servis,SERVICE#GENERAL,positive
Servis hızlı ve çalışanları pozitifti.,çalışanları,SERVICE#GENERAL,positive
Güzel bir cafe ama maalesef hard rock değil.,hard rock,AMBIENCE#GENERAL,negative
Güzel bir cafe ama maalesef hard rock değil.,cafe,RESTAURANT#GENERAL,positive
"açıkçası çokta tavsiye edilecek bir yer değil bence , press ile yanyana olunca bir orayada bakayim dedim fakat oturmamla kalkmam bir oldu .",yer,RESTAURANT#GENERAL,negative
Sadece Türk kahvesi var ve bir sürü çay çeşidi tadlari belki güzeldir ama hem pahali hem gereksiz bir yer bence,yer,RESTAURANT#GENERAL,negative
Sadece Türk kahvesi var ve bir sürü çay çeşidi tadlari belki güzeldir ama hem pahali hem gereksiz bir yer bence,yer,RESTAURANT#PRICES,negative
Birde burdaki yerini deniyeyim dedim geçenlerde ama tam bir hayal kirikligi garsonlar asiri ilgisiz kebaplar diger subelerine göre basarisiz cok sarimsakli ve rahatsiz edici manzara gibi bir olayi yok bridge 'in tam tersi tarafinda kaldigi icin evlere bakiyor bos bos gitmeye degecek bir yer degil lezzette kötü zaten ilk ve son gidisim olacak fakat servis için göztepe subesi gerçekten güzel salatalari bile paket sekilde gonderiyor .,manzara,AMBIENCE#GENERAL,negative
Birde burdaki yerini deniyeyim dedim geçenlerde ama tam bir hayal kirikligi garsonlar asiri ilgisiz kebaplar diger subelerine göre basarisiz cok sarimsakli ve rahatsiz edici manzara gibi bir olayi yok bridge 'in tam tersi tarafinda kaldigi icin evlere bakiyor bos bos gitmeye degecek bir yer degil lezzette kötü zaten ilk ve son gidisim olacak fakat servis için göztepe subesi gerçekten güzel salatalari bile paket sekilde gonderiyor .,kebaplar,FOOD#QUALITY,negative
Birde burdaki yerini deniyeyim dedim geçenlerde ama tam bir hayal kirikligi garsonlar asiri ilgisiz kebaplar diger subelerine göre basarisiz cok sarimsakli ve rahatsiz edici manzara gibi bir olayi yok bridge 'in tam tersi tarafinda kaldigi icin evlere bakiyor bos bos gitmeye degecek bir yer degil lezzette kötü zaten ilk ve son gidisim olacak fakat servis için göztepe subesi gerçekten güzel salatalari bile paket sekilde gonderiyor .,lezzette,FOOD#QUALITY,negative
Birde burdaki yerini deniyeyim dedim geçenlerde ama tam bir hayal kirikligi garsonlar asiri ilgisiz kebaplar diger subelerine göre basarisiz cok sarimsakli ve rahatsiz edici manzara gibi bir olayi yok bridge 'in tam tersi tarafinda kaldigi icin evlere bakiyor bos bos gitmeye degecek bir yer degil lezzette kötü zaten ilk ve son gidisim olacak fakat servis için göztepe subesi gerçekten güzel salatalari bile paket sekilde gonderiyor .,NULL,RESTAURANT#GENERAL,negative
Birde burdaki yerini deniyeyim dedim geçenlerde ama tam bir hayal kirikligi garsonlar asiri ilgisiz kebaplar diger subelerine göre basarisiz cok sarimsakli ve rahatsiz edici manzara gibi bir olayi yok bridge 'in tam tersi tarafinda kaldigi icin evlere bakiyor bos bos gitmeye degecek bir yer degil lezzette kötü zaten ilk ve son gidisim olacak fakat servis için göztepe subesi gerçekten güzel salatalari bile paket sekilde gonderiyor .,garsonlar,SERVICE#GENERAL,negative
Birde burdaki yerini deniyeyim dedim geçenlerde ama tam bir hayal kirikligi garsonlar asiri ilgisiz kebaplar diger subelerine göre basarisiz cok sarimsakli ve rahatsiz edici manzara gibi bir olayi yok bridge 'in tam tersi tarafinda kaldigi icin evlere bakiyor bos bos gitmeye degecek bir yer degil lezzette kötü zaten ilk ve son gidisim olacak fakat servis için göztepe subesi gerçekten güzel salatalari bile paket sekilde gonderiyor .,göztepe subesi,SERVICE#GENERAL,positive
"Dostlarinizla birlikte gürültüden uzak, bir seyler içme düsüncesindeyseniz birbirinizin sesini rahatlikla duyabileceginiz mükemmel bir yer Limonlu Bahçe.",yer,AMBIENCE#GENERAL,positive
Bahçesindeki kedilerinin birbirini kovalamasi ise mutluluktan midenizde kelebekler uçurtuyor!,Bahçesindeki kedilerinin,AMBIENCE#GENERAL,positive
Tek sorun siparisin çok geç gelmesi ve yemeklerin performans-fiyat birlikteliginin tutarli olmamasi,fiyat,FOOD#PRICES,negative
Tek sorun siparisin çok geç gelmesi ve yemeklerin performans-fiyat birlikteliginin tutarli olmamasi,siparisin,SERVICE#GENERAL,negative
"Popülerliğin etkisiyle kaliteyi düşüren, malzemeyi azaltan bir yer oldu.",NULL,RESTAURANT#GENERAL,negative
"Popülerliğin etkisiyle kaliteyi düşüren, malzemeyi azaltan bir yer oldu.",malzemeyi,FOOD#STYLE_OPTIONS,negative
Baklavada fıstığı ara ki bulasın.,fıstığı,FOOD#STYLE_OPTIONS,negative
"Paket alınan baklavaların bayat olma ihtimali yüksek, dikkatli olun.",baklavaların,FOOD#QUALITY,negative
Su böreği de kötü.,Su böreği,FOOD#QUALITY,negative
Zaten o kalabalıkta oturmaya o gürültüyü çekmeye bile değmez.,NULL,AMBIENCE#GENERAL,negative
Normal mekan normal tatlar.,tatlar,FOOD#QUALITY,neutral
Normal mekan normal tatlar.,mekan,AMBIENCE#GENERAL,neutral
Övgü üzerine gitmiştik ama fazla beklentiye girince bazen normal bulacağınız şeyi de bepenmeyebiliyorsunuz.,NULL,RESTAURANT#GENERAL,negative
Bence istanbulda iyi denilen mekanlarda bile meze probleni var.,meze,FOOD#QUALITY,negative
Sıradan lezzetler.,lezzetler,FOOD#QUALITY,neutral
Burda da aynı durum geçerli işte,Burda,RESTAURANT#GENERAL,neutral
Her zaman keyifli - Her zaman keyifle gittigim mekanlardan biri olmustur.,mekanlardan,RESTAURANT#GENERAL,positive
Bahçesi çok güzel.,Bahçesi,AMBIENCE#GENERAL,positive
Misafirlerini çok güzel host ediyorlar.,host ediyorlar,SERVICE#GENERAL,positive
Canyon Road ve Big Burger her zaman favorimdir.,Canyon Road,FOOD#QUALITY,positive
Canyon Road ve Big Burger her zaman favorimdir.,Big Burger,FOOD#QUALITY,positive
cok yuksek sesle gulup egleniyorlar.,NULL,AMBIENCE#GENERAL,negative
Ugramadan geçmeyin - Konum olarak güzel bir yere kurulan ve disaridan geçerken görsel olarak içeri çagiran ayrica içeri girildiginde de pisman etmeyen bir mekan.,mekan,AMBIENCE#GENERAL,positive
Ugramadan geçmeyin - Konum olarak güzel bir yere kurulan ve disaridan geçerken görsel olarak içeri çagiran ayrica içeri girildiginde de pisman etmeyen bir mekan.,Konum,LOCATION#GENERAL,positive
"Burasi oldukça lezzetli yemekler yapiyor ve sunum, hijyen, herkes çok sicak kesinlikle gidilmeli.",yemekler,FOOD#QUALITY,positive
"Burasi oldukça lezzetli yemekler yapiyor ve sunum, hijyen, herkes çok sicak kesinlikle gidilmeli.",sunum,SERVICE#GENERAL,positive
"Güzel manzara, yetersiz menü - Otagtepe'nin manzarasi çok güzel ancak ne yazik ki bu manzaraya uyacak bir menü zenginligi, yemek kalitesi yok.",manzara,AMBIENCE#GENERAL,positive
"Güzel manzara, yetersiz menü - Otagtepe'nin manzarasi çok güzel ancak ne yazik ki bu manzaraya uyacak bir menü zenginligi, yemek kalitesi yok.",Otagtepe'nin manzarasi,AMBIENCE#GENERAL,positive
"Güzel manzara, yetersiz menü - Otagtepe'nin manzarasi çok güzel ancak ne yazik ki bu manzaraya uyacak bir menü zenginligi, yemek kalitesi yok.",yemek,FOOD#QUALITY,negative
"Güzel manzara, yetersiz menü - Otagtepe'nin manzarasi çok güzel ancak ne yazik ki bu manzaraya uyacak bir menü zenginligi, yemek kalitesi yok.",menü,FOOD#STYLE_OPTIONS,negative
Hizmet kalitesi de iyi degil.,Hizmet kalitesi,SERVICE#GENERAL,negative
Deniz mahsullü pizzası güzel değil.,Deniz mahsullü pizzası,FOOD#QUALITY,negative
"Riske girmeden hamburger, wrap, sandviç tarzı bir şey söylemek en mantıklısı.","hamburger, wrap, sandviç",AMBIENCE#GENERAL,neutral
Ayrıca rezervasyon alıyorlar ki Numnum'sınız siz havanız kime diyesi geliyor insanın.,rezervasyon,SERVICE#GENERAL,negative
Fırında makarnasını denedim ama çok beğendiğimi söyleyemeyeceğim.,Fırında makarnasını,FOOD#QUALITY,negative
"3 aydir haftasonlari ugrak noktamizdi, Kahvehane gibi maç ücreti 10 tl diye yazdilar yaa o gun bizim gozumuzde bitti.",maç ücreti,RESTAURANT#PRICES,negative
Gidicekler simdiden dikkatli olsun.,NULL,RESTAURANT#GENERAL,negative
"Mudavimi oldugum diger mekanim, ascisi super yemekler cikariyor isletmecisini cok seviyoruz , balli tavuk salata , yesil mercimek corbasi, kestanesi suflesi ve birbirinden saglikli fresh meyve sulari deneyin derim ,bogazin gobeginde yemeginizi yemenin keyfine varin",mekanim,RESTAURANT#GENERAL,positive
"Mudavimi oldugum diger mekanim, ascisi super yemekler cikariyor isletmecisini cok seviyoruz , balli tavuk salata , yesil mercimek corbasi, kestanesi suflesi ve birbirinden saglikli fresh meyve sulari deneyin derim ,bogazin gobeginde yemeginizi yemenin keyfine varin",yesil mercimek corbasi,FOOD#QUALITY,positive
"Mudavimi oldugum diger mekanim, ascisi super yemekler cikariyor isletmecisini cok seviyoruz , balli tavuk salata , yesil mercimek corbasi, kestanesi suflesi ve birbirinden saglikli fresh meyve sulari deneyin derim ,bogazin gobeginde yemeginizi yemenin keyfine varin",kestanesi suflesi,FOOD#QUALITY,positive
"Mudavimi oldugum diger mekanim, ascisi super yemekler cikariyor isletmecisini cok seviyoruz , balli tavuk salata , yesil mercimek corbasi, kestanesi suflesi ve birbirinden saglikli fresh meyve sulari deneyin derim ,bogazin gobeginde yemeginizi yemenin keyfine varin",balli tavuk salata,FOOD#QUALITY,positive
"Mudavimi oldugum diger mekanim, ascisi super yemekler cikariyor isletmecisini cok seviyoruz , balli tavuk salata , yesil mercimek corbasi, kestanesi suflesi ve birbirinden saglikli fresh meyve sulari deneyin derim ,bogazin gobeginde yemeginizi yemenin keyfine varin",fresh meyve sulari,DRINKS#QUALITY,positive
"Mudavimi oldugum diger mekanim, ascisi super yemekler cikariyor isletmecisini cok seviyoruz , balli tavuk salata , yesil mercimek corbasi, kestanesi suflesi ve birbirinden saglikli fresh meyve sulari deneyin derim ,bogazin gobeginde yemeginizi yemenin keyfine varin",bogazin gobeginde,AMBIENCE#GENERAL,positive
"Mudavimi oldugum diger mekanim, ascisi super yemekler cikariyor isletmecisini cok seviyoruz , balli tavuk salata , yesil mercimek corbasi, kestanesi suflesi ve birbirinden saglikli fresh meyve sulari deneyin derim ,bogazin gobeginde yemeginizi yemenin keyfine varin",isletmecisini,SERVICE#GENERAL,positive
Fethipaşa korusunun içinde bulunan manzarasına göre uygun fiyata sahip salaş şık aileye uygun bir mekan.,fiyata,RESTAURANT#PRICES,positive
Fethipaşa korusunun içinde bulunan manzarasına göre uygun fiyata sahip salaş şık aileye uygun bir mekan.,bulunan,LOCATION#GENERAL,neutral
Fethipaşa korusunun içinde bulunan manzarasına göre uygun fiyata sahip salaş şık aileye uygun bir mekan.,manzarasına,AMBIENCE#GENERAL,positive
özellikle yaz akşamları terasında semaver çayını denemelisiniz,semaver çayını,DRINKS#QUALITY,positive
yaz ayları için bahçesi beşiktaş'taki en ferah yer olabilir.,bahçesi,AMBIENCE#GENERAL,positive
"yemekleri lezzetli, servis hızlı ve çalışanlar güler yüzlü.",yemekleri,FOOD#QUALITY,positive
"yemekleri lezzetli, servis hızlı ve çalışanlar güler yüzlü.",çalışanlar,SERVICE#GENERAL,positive
"yemekleri lezzetli, servis hızlı ve çalışanlar güler yüzlü.",servis,SERVICE#GENERAL,positive
iç dekorasyonu da gayet hoş.,iç dekorasyonu,AMBIENCE#GENERAL,positive
müzikler de ortam ile uyumlu.,müzikler,AMBIENCE#GENERAL,positive
Malesef ki sadece pazar günü brunch veren bir yer.,brunch,FOOD#STYLE_OPTIONS,negative
Kahvaltısını denemediyseniz denemelisiniz çok fazla çeşit var hatta hangisini yesek diye şaşırıyorsunuz.,Kahvaltısını,FOOD#STYLE_OPTIONS,positive
Saatlerce pazar keyfi yapabilceğimiz bir yer.,yer,RESTAURANT#GENERAL,positive
Manzarasına zaten diyecek tek bir kelime yok.,Manzarasına,AMBIENCE#GENERAL,positive
Böyle bir yerin tabi ki fiyatları Pahalı.,fiyatları,RESTAURANT#PRICES,negative
"Garsonlar ilgili, yemekler güzel",yemekler,FOOD#QUALITY,positive
"Garsonlar ilgili, yemekler güzel",Garsonlar,SERVICE#GENERAL,positive
Tuzlanın meşhur balıkçısı.,balıkçısı,RESTAURANT#GENERAL,positive
Eskiye nazaran kalitesi oldukça düşük.,kalitesi,RESTAURANT#GENERAL,negative
Eskiden mekan daha ufak sınırlı sayıda müşteriye hizmet eden ama kalitesini bozmayan bir yerdi.,yerdi,RESTAURANT#GENERAL,negative
Maalesef son 1 senede kalitesinde ve serviste epey sıkıntılı.,serviste,SERVICE#GENERAL,negative
Maalesef son 1 senede kalitesinde ve serviste epey sıkıntılı.,kalitesinde,RESTAURANT#GENERAL,negative
Tatlilari da denenmeli bence.,Tatlilari,FOOD#QUALITY,positive
Manzarasi da ayrica güzeldir.,Manzarasi,AMBIENCE#GENERAL,positive
Plaza insanı için öğle yemeklerinde bir alternatif kanımca.,alternatif,RESTAURANT#GENERAL,positive
Ev yemeklerini hakettiğinden pahalıya sattıklarını düşünüyorum.,Ev yemeklerini,FOOD#PRICES,negative
Göksunun kenarında çok şirin bir yer.,yer,AMBIENCE#GENERAL,positive
Yemekleri de gayet lezzetliydi.,Yemekleri,FOOD#QUALITY,positive
Görselliğe pek önem vermedikleri aşikar yine de.,Görselliğe,AMBIENCE#GENERAL,negative
Ama hizmet konusunda on puan veriyorum,hizmet,SERVICE#GENERAL,positive
Uzun zamandan sonra yediğim en güzel kofte idi.,kofte,FOOD#QUALITY,positive
hamburgerde çok güzeldi.,hamburgerde,FOOD#QUALITY,positive
roka salatası Güveçte mantarda başarılı idi.,roka salatası,FOOD#QUALITY,positive
roka salatası Güveçte mantarda başarılı idi.,Güveçte mantarda,FOOD#QUALITY,positive
biz kahvaltısında denemek üzere tekrar geliriz,NULL,RESTAURANT#GENERAL,positive
İstanbul'da daha fazla olması istenen mekanlardan.,mekanlardan,RESTAURANT#GENERAL,positive
Dizaynı güzel.,Dizaynı,AMBIENCE#GENERAL,positive
Kalabalık olduğunda bile çevrenizdeki masalarla iç içe hissettirmeyecek kadar ferah.,NULL,AMBIENCE#GENERAL,positive
Özellikle Boğaziçi Üniversitesi öğrencilerinin sıkça uğraması gereken bir mekan.,mekan,RESTAURANT#GENERAL,positive
Yemek menüsü geliştirilebilir.,Yemek menüsü,FOOD#STYLE_OPTIONS,negative
Fiyatlar gayet uygun.,Fiyatlar,RESTAURANT#PRICES,positive
Quattro Stagioni ve Orto'yu denedik ancak beklentilerimizin altında kaldı.,Quattro Stagioni ve Orto'yu,FOOD#QUALITY,negative
Pizzalarından ziyade tiramusu çok daha başarılı.,Pizzalarından,FOOD#QUALITY,negative
Pizzalarından ziyade tiramusu çok daha başarılı.,tiramusu,FOOD#QUALITY,positive
Bir de dükkanın minyatür haldeki maketi çok tatlı.,maketi,AMBIENCE#GENERAL,positive
Cok fazla kisiye servis yapildigi icin cok basarili bulmuyorum mezeler dunden kalma gibi etler cok guzel degil yanliz adana kebabi fena degil ama daha iyileri oldugu icin baska yerde denemede fayda var,etler,AMBIENCE#GENERAL,negative
Cok fazla kisiye servis yapildigi icin cok basarili bulmuyorum mezeler dunden kalma gibi etler cok guzel degil yanliz adana kebabi fena degil ama daha iyileri oldugu icin baska yerde denemede fayda var,adana kebabi,FOOD#QUALITY,neutral
Cok fazla kisiye servis yapildigi icin cok basarili bulmuyorum mezeler dunden kalma gibi etler cok guzel degil yanliz adana kebabi fena degil ama daha iyileri oldugu icin baska yerde denemede fayda var,mezeler,FOOD#QUALITY,negative
Cok fazla kisiye servis yapildigi icin cok basarili bulmuyorum mezeler dunden kalma gibi etler cok guzel degil yanliz adana kebabi fena degil ama daha iyileri oldugu icin baska yerde denemede fayda var,servis,SERVICE#GENERAL,negative
Orta...,NULL,RESTAURANT#GENERAL,neutral
- Ambiansi hos.,Ambiansi,AMBIENCE#GENERAL,positive
"Yemekleri basarili bulmuyorum, burgerler lezzetsiz, fajita için kullandiklari et uygun degil.",fajita,FOOD#QUALITY,negative
"Yemekleri basarili bulmuyorum, burgerler lezzetsiz, fajita için kullandiklari et uygun degil.",Yemekleri,FOOD#QUALITY,negative
"Yemekleri basarili bulmuyorum, burgerler lezzetsiz, fajita için kullandiklari et uygun degil.",burgerler,FOOD#QUALITY,negative
Genelde çok kalabalik oldugu için de servis kosturmaca içinde yapiliyor.,servis,SERVICE#GENERAL,negative
Kadıköy'de yemek yenecek en iyi yerlerden birisi Happy Moon's.,yemek,FOOD#QUALITY,positive
Günün her saatinde gelinebilir.,NULL,RESTAURANT#GENERAL,positive
Servis hızlı sayılır mekan dekorasyonu gerçekten güzel.,Servis,SERVICE#GENERAL,positive
Servis hızlı sayılır mekan dekorasyonu gerçekten güzel.,mekan dekorasyonu,AMBIENCE#GENERAL,positive
Manzara muhtesem ama servis icin ayni seyi soyleyemeyecegim.,servis,SERVICE#GENERAL,negative
Manzara muhtesem ama servis icin ayni seyi soyleyemeyecegim.,Manzara,AMBIENCE#GENERAL,positive
Peynirli omlet ve menemen lezzetliydi ama patates kizartmasi fazla yag cekmisti.,Peynirli omlet ve menemen,FOOD#QUALITY,positive
Peynirli omlet ve menemen lezzetliydi ama patates kizartmasi fazla yag cekmisti.,patates kizartmasi,FOOD#QUALITY,negative
Gelen kahveler de maalesef sogumustu.,kahveler,DRINKS#QUALITY,negative
Abartildigini düsünüyorum.,NULL,RESTAURANT#GENERAL,negative
Getirilen patates kizartmasi için kullanilan yag kaçinci kere kullanilmissa üzerinde siyahlasmis yag kalintilari vardi ve patatesler birakin çitir olmayi hamur gibiydi.,patates kizartmasi,FOOD#QUALITY,negative
Getirilen patates kizartmasi için kullanilan yag kaçinci kere kullanilmissa üzerinde siyahlasmis yag kalintilari vardi ve patatesler birakin çitir olmayi hamur gibiydi.,patatesler,FOOD#STYLE_OPTIONS,negative
Domates/salatalik sögüs beklemekten pörsümüstü.,Domates/salatalik sögüs,FOOD#QUALITY,negative
Etrafta kaotik bir hareketlilik yasanmasi yediginizden keyif almanizi zorlastiriyor.,Etrafta,AMBIENCE#GENERAL,negative
Üzerine ortalama bir döner olunca ben tekrar gidecegimi sanmam.,döner,FOOD#QUALITY,neutral
Üzerine ortalama bir döner olunca ben tekrar gidecegimi sanmam.,NULL,RESTAURANT#GENERAL,negative
Bayıldığım bir yer mekan çok hoş her mezeyi tatmak gerekli evet keşke fiyatlar daha insani boyutta olsa muhteşem olurdu ama ne yapayım o kadar keyif alıyorum ki verdiğimiz para can acıtmıyor sadece daha seyrek gitmemize sebep oluyor ortam yemekler ve müzik herşey harika,müzik,AMBIENCE#GENERAL,positive
Bayıldığım bir yer mekan çok hoş her mezeyi tatmak gerekli evet keşke fiyatlar daha insani boyutta olsa muhteşem olurdu ama ne yapayım o kadar keyif alıyorum ki verdiğimiz para can acıtmıyor sadece daha seyrek gitmemize sebep oluyor ortam yemekler ve müzik herşey harika,mezeyi,FOOD#QUALITY,positive
Bayıldığım bir yer mekan çok hoş her mezeyi tatmak gerekli evet keşke fiyatlar daha insani boyutta olsa muhteşem olurdu ama ne yapayım o kadar keyif alıyorum ki verdiğimiz para can acıtmıyor sadece daha seyrek gitmemize sebep oluyor ortam yemekler ve müzik herşey harika,yemekler,FOOD#QUALITY,positive
Bayıldığım bir yer mekan çok hoş her mezeyi tatmak gerekli evet keşke fiyatlar daha insani boyutta olsa muhteşem olurdu ama ne yapayım o kadar keyif alıyorum ki verdiğimiz para can acıtmıyor sadece daha seyrek gitmemize sebep oluyor ortam yemekler ve müzik herşey harika,mekan,RESTAURANT#GENERAL,positive
Bayıldığım bir yer mekan çok hoş her mezeyi tatmak gerekli evet keşke fiyatlar daha insani boyutta olsa muhteşem olurdu ama ne yapayım o kadar keyif alıyorum ki verdiğimiz para can acıtmıyor sadece daha seyrek gitmemize sebep oluyor ortam yemekler ve müzik herşey harika,fiyatlar,RESTAURANT#PRICES,negative
Bayıldığım bir yer mekan çok hoş her mezeyi tatmak gerekli evet keşke fiyatlar daha insani boyutta olsa muhteşem olurdu ama ne yapayım o kadar keyif alıyorum ki verdiğimiz para can acıtmıyor sadece daha seyrek gitmemize sebep oluyor ortam yemekler ve müzik herşey harika,ortam,AMBIENCE#GENERAL,positive
nadir güllüoglunun yeri güzel bakimli ve taze lezzet sunuyor sadece bana çok sekerli geliyor damak tadimdan kaynaklanabilir hepsini genelde denedim fistikli baklava güzel,NULL,FOOD#QUALITY,neutral
nadir güllüoglunun yeri güzel bakimli ve taze lezzet sunuyor sadece bana çok sekerli geliyor damak tadimdan kaynaklanabilir hepsini genelde denedim fistikli baklava güzel,nadir güllüoglunun yeri,LOCATION#GENERAL,positive
nadir güllüoglunun yeri güzel bakimli ve taze lezzet sunuyor sadece bana çok sekerli geliyor damak tadimdan kaynaklanabilir hepsini genelde denedim fistikli baklava güzel,lezzet,FOOD#QUALITY,positive
nadir güllüoglunun yeri güzel bakimli ve taze lezzet sunuyor sadece bana çok sekerli geliyor damak tadimdan kaynaklanabilir hepsini genelde denedim fistikli baklava güzel,fistikli baklava,FOOD#QUALITY,positive
Mekanın içine cidden emek harcandığı her halinden belli.,Mekanın içine,AMBIENCE#GENERAL,positive
"Ne kadar yoğun olursa olsun, servis hızlı yenilen her şey çok lezzetli.",yenilen her şey,FOOD#QUALITY,positive
"Ne kadar yoğun olursa olsun, servis hızlı yenilen her şey çok lezzetli.",servis,SERVICE#GENERAL,positive
Pastırmalı yumurta konusunda hala gönlümün tek sultanıdır Sütiş.,Pastırmalı yumurta,FOOD#QUALITY,positive
Hasan Kolcuoğlu çok pahalı diyemem ama hesap yüksek sayılır; ayrıca sözde açık ama aslında kapalı alanında sigara içiliyor.,kapalı alanında,AMBIENCE#GENERAL,negative
Hasan Kolcuoğlu çok pahalı diyemem ama hesap yüksek sayılır; ayrıca sözde açık ama aslında kapalı alanında sigara içiliyor.,hesap,RESTAURANT#PRICES,negative
"Mezeler çok çeşitli ve lezzetli, metrelik kebabı da güzel, o da gayet lezzetli fakat mecburen fix menü alınıyor.",fix menü,AMBIENCE#GENERAL,negative
"Mezeler çok çeşitli ve lezzetli, metrelik kebabı da güzel, o da gayet lezzetli fakat mecburen fix menü alınıyor.",Mezeler,FOOD#QUALITY,positive
"Mezeler çok çeşitli ve lezzetli, metrelik kebabı da güzel, o da gayet lezzetli fakat mecburen fix menü alınıyor.",Mezeler,FOOD#STYLE_OPTIONS,positive
"Mezeler çok çeşitli ve lezzetli, metrelik kebabı da güzel, o da gayet lezzetli fakat mecburen fix menü alınıyor.",metrelik kebabı,FOOD#QUALITY,positive
"Para ödeyip istediğini yiyememek biraz gereksiz israfa sebep oluyor, bence değişmeli",istediğini,FOOD#STYLE_OPTIONS,negative
mantısı ficcini zeytinyağlı mezgiti ile cok guzel yer.,mantısı ficcini zeytinyağlı mezgiti,FOOD#QUALITY,positive
ama meyhane kismina bir kere oturdugumuzda arkadaslarimizi bekliyorduk zorla 10 tane meze getirdiler eger meze istemiyorsak oturamayacagimizi soylediler.,NULL,SERVICE#GENERAL,negative
terbiyesiz birkac garsonu dışında guzel bir yerdi,garsonu,SERVICE#GENERAL,negative
terbiyesiz birkac garsonu dışında guzel bir yerdi,yerdi,RESTAURANT#GENERAL,positive
Anadolu Yakasi'nda kebap yenebilecek en iyi ve en nezih yerlerden birisi.,kebap,FOOD#QUALITY,positive
Anadolu Yakasi'nda kebap yenebilecek en iyi ve en nezih yerlerden birisi.,yerlerden,AMBIENCE#GENERAL,positive
Yemekleri ve ozellikle ara sicaklari cok lezzetli.,ara sicaklari,FOOD#QUALITY,positive
Yemekleri ve ozellikle ara sicaklari cok lezzetli.,Yemekleri,FOOD#QUALITY,positive
Servis cok hizli.,Servis,SERVICE#GENERAL,positive
Calisanlar guleryuzlu.,Calisanlar,SERVICE#GENERAL,positive
Cerkez yemekleri sevenler icin guzel bir tercih .,Cerkez yemekleri,FOOD#QUALITY,positive
"Ozellikle mantisini cok begenmistim, mezeleri vs lezzetliydi .",mantisini,FOOD#QUALITY,positive
"Ozellikle mantisini cok begenmistim, mezeleri vs lezzetliydi .",mezeleri,FOOD#QUALITY,positive
"Sadece son gittigimde calisanlarin muamelesinden hic hosnut kalmadim, bu konuda daha dikkatli olmalilar.",calisanlarin muamelesinden,SERVICE#GENERAL,negative
Mekan dekorasyonu çok başarılı.,Mekan dekorasyonu,AMBIENCE#GENERAL,positive
Mezeler oldukça güzel ve çeşitli.,Mezeler,FOOD#QUALITY,positive
Mezeler oldukça güzel ve çeşitli.,Mezeler,FOOD#STYLE_OPTIONS,positive
Ancak balıklara gelince bir durdum.,balıklara,FOOD#QUALITY,negative
Bildiğin çiftlik balığı geldi.,çiftlik balığı,FOOD#QUALITY,negative
